""	"x"
"1666"	"B"
"1667"	"D"
"1668"	"B"
"1669"	"B"
"1670"	"A"
"1671"	"D"
"1672"	"C"
"1673"	"E"
"1674"	"D"
"1675"	"A"
"1676"	"A"
"1677"	"F"
"1678"	"F"
"1679"	"D"
"1680"	"C"
"1681"	"A"
"1682"	"B"
"1683"	"E"
"1684"	"A"
"1685"	"A"
"1686"	"B"
"1687"	"A"
"1688"	"B"
"1689"	"E"
"1690"	"C"
"1691"	"B"
"1692"	"B"
"1693"	"C"
"1694"	"E"
"1695"	"B"
"1696"	"A"
"1697"	"B"
"1698"	"A"
"1699"	"B"
"1700"	"B"
"1701"	"C"
"1702"	"B"
"1703"	"E"
"1704"	"D"
"1705"	"C"
"1706"	"D"
"1707"	"E"
"1708"	"E"
"1709"	"B"
"1710"	"B"
"1711"	"B"
"1712"	"B"
"1713"	"D"
"1714"	"B"
"1715"	"B"
"1716"	"F"
"1717"	"F"
"1718"	"D"
"1719"	"A"
"1720"	"A"
"1721"	"E"
"1722"	"B"
"1723"	"A"
"1724"	"C"
"1725"	"B"
"1726"	"E"
"1727"	"E"
"1728"	"B"
"1729"	"B"
"1730"	"A"
"1731"	"B"
"1732"	"E"
"1733"	"F"
"1734"	"B"
"1735"	"F"
"1736"	"D"
"1737"	"A"
"1738"	"A"
"1739"	"C"
"1740"	"D"
"1741"	"E"
"1742"	"A"
"1743"	"F"
"1744"	"E"
"1745"	"A"
"1746"	"B"
"1747"	"D"
"1748"	"F"
"1749"	"B"
"1750"	"C"
"1751"	"B"
"1752"	"A"
"1753"	"A"
"1754"	"A"
"1755"	"E"
"1756"	"C"
"1757"	"D"
"1758"	"E"
"1759"	"E"
"1760"	"B"
"1761"	"A"
"1762"	"C"
"1763"	"F"
"1764"	"B"
"1765"	"F"
"1766"	"B"
"1767"	"A"
"1768"	"D"
"1769"	"C"
"1770"	"C"
"1771"	"F"
"1772"	"F"
"1773"	"F"
"1774"	"C"
"1775"	"C"
"1776"	"B"
"1777"	"B"
"1778"	"C"
"1779"	"C"
"1780"	"E"
"1781"	"F"
"1782"	"F"
"1783"	"B"
"1784"	"A"
"1785"	"D"
"1786"	"E"
"1787"	"B"
"1788"	"A"
"1789"	"F"
"1790"	"A"
"1791"	"B"
"1792"	"B"
"1793"	"B"
"1794"	"B"
"1795"	"B"
"1796"	"A"
"1797"	"A"
"1798"	"B"
"1799"	"B"
"1800"	"F"
"1801"	"C"
"1802"	"B"
"1803"	"F"
"1804"	"A"
"1805"	"A"
"1806"	"A"
"1807"	"F"
"1808"	"F"
"1809"	"B"
"1810"	"C"
"1811"	"B"
"1812"	"F"
"1813"	"E"
"1814"	"A"
"1815"	"F"
"1816"	"E"
"1817"	"F"
"1818"	"B"
"1819"	"A"
"1820"	"F"
"1821"	"F"
"1822"	"A"
"1823"	"B"
"1824"	"B"
"1825"	"F"
"1826"	"E"
"1827"	"C"
"1828"	"C"
"1829"	"A"
"1830"	"B"
"1831"	"E"
"1832"	"D"
"1833"	"D"
"1834"	"F"
"1835"	"D"
"1836"	"A"
"1837"	"D"
"1838"	"B"
"1839"	"C"
"1840"	"E"
"1841"	"B"
"1842"	"B"
"1843"	"B"
"1844"	"B"
"1845"	"B"
"1846"	"F"
"1847"	"D"
"1848"	"B"
"1849"	"B"
"1850"	"B"
"1851"	"B"
"1852"	"E"
"1853"	"B"
"1854"	"A"
"1855"	"F"
"1856"	"B"
"1857"	"A"
"1858"	"A"
"1859"	"B"
"1860"	"D"
"1861"	"C"
"1862"	"F"
"1863"	"B"
"1864"	"C"
"1865"	"B"
"1866"	"D"
"1867"	"B"
"1868"	"B"
"1869"	"C"
"1870"	"E"
"1871"	"B"
"1872"	"E"
"1873"	"F"
"1874"	"D"
"1875"	"B"
"1876"	"B"
"1877"	"A"
"1878"	"E"
"1879"	"D"
"1880"	"C"
"1881"	"C"
"1882"	"F"
"1883"	"B"
"1884"	"C"
"1885"	"C"
"1886"	"F"
"1887"	"B"
"1888"	"B"
"1889"	"B"
"1890"	"E"
"1891"	"F"
"1892"	"C"
"1893"	"B"
"1894"	"C"
"1895"	"E"
"1896"	"F"
"1897"	"A"
"1898"	"B"
"1899"	"C"
"1900"	"A"
"1901"	"F"
"1902"	"A"
"1903"	"E"
"1904"	"A"
"1905"	"C"
"1906"	"B"
"1907"	"B"
"1908"	"E"
"1909"	"F"
"1910"	"B"
"1911"	"B"
"1912"	"D"
"1913"	"B"
"1914"	"D"
"1915"	"E"
"1916"	"B"
"1917"	"B"
"1918"	"A"
"1919"	"B"
"1920"	"F"
"1921"	"A"
"1922"	"A"
"1923"	"F"
"1924"	"D"
"1925"	"B"
"1926"	"B"
"1927"	"D"
"1928"	"E"
"1929"	"F"
"1930"	"A"
"1931"	"B"
"1932"	"B"
"1933"	"F"
"1934"	"D"
"1935"	"F"
"1936"	"B"
"1937"	"C"
"1938"	"B"
"1939"	"C"
"1940"	"B"
"1941"	"B"
"1942"	"B"
"1943"	"A"
"1944"	"D"
"1945"	"A"
"1946"	"E"
"1947"	"A"
"1948"	"B"
"1949"	"F"
"1950"	"B"
"1951"	"C"
"1952"	"B"
"1953"	"D"
"1954"	"B"
"1955"	"F"
"1956"	"B"
"1957"	"B"
"1958"	"B"
"1959"	"F"
"1960"	"A"
"1961"	"A"
"1962"	"F"
"1963"	"B"
"1964"	"F"
"1965"	"B"
"1966"	"F"
"1967"	"F"
"1968"	"E"
"1969"	"D"
"1970"	"B"
"1971"	"E"
"1972"	"D"
"1973"	"F"
"1974"	"B"
"1975"	"B"
"1976"	"B"
"1977"	"A"
"1978"	"F"
"1979"	"A"
"1980"	"A"
"1981"	"B"
"1982"	"E"
"1983"	"F"
"1984"	"D"
"1985"	"B"
"1986"	"B"
"1987"	"B"
"1988"	"A"
"1989"	"B"
"1990"	"E"
"1991"	"A"
"1992"	"C"
"1993"	"D"
"1994"	"F"
"1995"	"B"
"1996"	"B"
"1997"	"E"
"1998"	"D"
"1999"	"D"
"2000"	"D"
"2001"	"F"
"2002"	"E"
"2003"	"F"
"2004"	"F"
"2005"	"D"
"2006"	"F"
"2007"	"C"
"2008"	"F"
"2009"	"D"
"2010"	"B"
"2011"	"C"
"2012"	"B"
"2013"	"B"
"2014"	"D"
"2015"	"B"
"2016"	"D"
"2017"	"E"
"2018"	"D"
"2019"	"F"
"2020"	"A"
"2021"	"D"
"2022"	"A"
"2023"	"A"
"2024"	"B"
"2025"	"C"
"2026"	"F"
"2027"	"E"
"2028"	"F"
"2029"	"B"
"2030"	"F"
"2031"	"B"
"2032"	"B"
"2033"	"A"
"2034"	"E"
"2035"	"B"
"2036"	"A"
"2037"	"A"
"2038"	"E"
"2039"	"A"
"2040"	"F"
"2041"	"F"
"2042"	"D"
"2043"	"F"
"2044"	"B"
"2045"	"A"
"2046"	"B"
"2047"	"F"
"2048"	"D"
"2049"	"A"
"2050"	"E"
"2051"	"C"
"2052"	"B"
"2053"	"F"
"2054"	"F"
"2055"	"F"
"2056"	"B"
"2057"	"B"
"2058"	"E"
"2059"	"B"
"2060"	"B"
"2061"	"A"
"2062"	"E"
"2063"	"B"
"2064"	"F"
"2065"	"B"
"2066"	"B"
"2067"	"A"
"2068"	"B"
"2069"	"E"
"2070"	"F"
"2071"	"E"
"2072"	"C"
"2073"	"C"
"2074"	"B"
"2075"	"E"
"2076"	"A"
"2077"	"A"
"2078"	"B"
"2079"	"C"
"2080"	"C"
"2081"	"B"
"2082"	"E"
"2083"	"A"
"2084"	"C"
"2085"	"D"
"2086"	"C"
"2087"	"A"
"2088"	"B"
"2089"	"A"
"2090"	"D"
"2091"	"E"
"2092"	"A"
"2093"	"D"
"2094"	"E"
"2095"	"F"
"2096"	"B"
"2097"	"F"
"2098"	"A"
"2099"	"B"
"2100"	"A"
"2101"	"B"
"2102"	"B"
"2103"	"B"
"2104"	"F"
"2105"	"D"
"2106"	"A"
"2107"	"B"
"2108"	"E"
"2109"	"F"
"2110"	"F"
"2111"	"B"
"2112"	"F"
"2113"	"F"
"2114"	"E"
"2115"	"B"
"2116"	"B"
"2117"	"B"
"2118"	"C"
"2119"	"D"
"2120"	"F"
"2121"	"F"
"2122"	"A"
"2123"	"A"
"2124"	"A"
"2125"	"A"
"2126"	"B"
"2127"	"B"
"2128"	"B"
"2129"	"B"
"2130"	"B"
"2131"	"B"
"2132"	"C"
"2133"	"C"
"2134"	"B"
"2135"	"E"
"2136"	"F"
"2137"	"F"
"2138"	"F"
"2139"	"D"
"2140"	"B"
"2141"	"B"
"2142"	"A"
"2143"	"A"
"2144"	"B"
"2145"	"B"
"2146"	"F"
"2147"	"E"
"2148"	"B"
"2149"	"A"
"2150"	"F"
"2151"	"D"
"2152"	"C"
"2153"	"B"
"2154"	"B"
"2155"	"C"
"2156"	"D"
"2157"	"A"
"2158"	"C"
"2159"	"A"
"2160"	"E"
"2161"	"B"
"2162"	"B"
"2163"	"A"
"2164"	"E"
"2165"	"A"
"2166"	"F"
"2167"	"C"
"2168"	"C"
"2169"	"A"
"2170"	"D"
"2171"	"F"
"2172"	"B"
"2173"	"F"
"2174"	"B"
"2175"	"C"
"2176"	"B"
"2177"	"B"
"2178"	"A"
"2179"	"C"
"2180"	"E"
"2181"	"A"
"2182"	"A"
"2183"	"B"
"2184"	"B"
"2185"	"B"
"2186"	"B"
"2187"	"C"
"2188"	"E"
"2189"	"C"
"2190"	"A"
"2191"	"C"
"2192"	"A"
"2193"	"C"
"2194"	"F"
"2195"	"A"
"2196"	"F"
"2197"	"B"
"2198"	"D"
"2199"	"E"
"2200"	"B"
"2201"	"C"
"2202"	"B"
"2203"	"B"
"2204"	"B"
"2205"	"B"
"2206"	"F"
"2207"	"C"
"2208"	"E"
"2209"	"E"
"2210"	"F"
"2211"	"A"
"2212"	"B"
"2213"	"B"
"2214"	"D"
"2215"	"D"
"2216"	"D"
"2217"	"F"
"2218"	"E"
"2219"	"B"
"2220"	"A"
"2221"	"F"
"2222"	"B"
"2223"	"F"
"2224"	"B"
"2225"	"C"
"2226"	"F"
"2227"	"F"
"2228"	"B"
"2229"	"B"
"2230"	"D"
"2231"	"A"
"2232"	"B"
"2233"	"C"
"2234"	"B"
"2235"	"A"
"2236"	"B"
"2237"	"B"
"2238"	"B"
"2239"	"A"
"2240"	"A"
"2241"	"B"
"2242"	"D"
"2243"	"B"
"2244"	"B"
"2245"	"D"
"2246"	"B"
"2247"	"B"
"2248"	"B"
"2249"	"B"
"2250"	"C"
"2251"	"F"
"2252"	"A"
"2253"	"A"
"2254"	"B"
"2255"	"D"
"2256"	"B"
"2257"	"B"
"2258"	"B"
"2259"	"B"
"2260"	"F"
"2261"	"B"
"2262"	"E"
"2263"	"C"
"2264"	"B"
"2265"	"D"
"2266"	"A"
"2267"	"B"
"2268"	"A"
"2269"	"F"
"2270"	"B"
"2271"	"B"
"2272"	"F"
"2273"	"F"
"2274"	"E"
"2275"	"B"
"2276"	"B"
"2277"	"D"
"2278"	"A"
"2279"	"B"
"2280"	"C"
"2281"	"B"
"2282"	"A"
"2283"	"C"
"2284"	"A"
"2285"	"B"
"2286"	"B"
"2287"	"B"
"2288"	"A"
"2289"	"B"
"2290"	"B"
"2291"	"F"
"2292"	"D"
"2293"	"A"
"2294"	"C"
"2295"	"F"
"2296"	"A"
"2297"	"F"
"2298"	"F"
"2299"	"B"
"2300"	"B"
"2301"	"B"
"2302"	"D"
"2303"	"B"
"2304"	"B"
"2305"	"F"
"2306"	"A"
"2307"	"B"
"2308"	"C"
"2309"	"A"
"2310"	"D"
"2311"	"F"
"2312"	"D"
"2313"	"D"
"2314"	"E"
"2315"	"B"
"2316"	"B"
"2317"	"D"
"2318"	"B"
"2319"	"B"
"2320"	"C"
"2321"	"A"
"2322"	"A"
"2323"	"B"
"2324"	"B"
"2325"	"A"
"2326"	"B"
"2327"	"B"
"2328"	"D"
"2329"	"D"
"2330"	"F"
"2331"	"B"
"2332"	"B"
"2333"	"C"
"2334"	"C"
"2335"	"B"
"2336"	"B"
"2337"	"A"
"2338"	"B"
"2339"	"B"
"2340"	"D"
"2341"	"D"
"2342"	"E"
"2343"	"D"
"2344"	"C"
"2345"	"B"
"2346"	"B"
"2347"	"E"
"2348"	"F"
"2349"	"E"
"2350"	"B"
"2351"	"D"
"2352"	"A"
"2353"	"F"
"2354"	"A"
"2355"	"F"
"2356"	"F"
"2357"	"B"
"2358"	"D"
"2359"	"B"
"2360"	"B"
"2361"	"F"
"2362"	"D"
"2363"	"F"
"2364"	"B"
"2365"	"F"
"2366"	"F"
"2367"	"A"
"2368"	"B"
"2369"	"B"
"2370"	"A"
"2371"	"F"
"2372"	"F"
"2373"	"B"
"2374"	"A"
"2375"	"B"
"2376"	"C"
"2377"	"D"
"2378"	"A"
"2379"	"B"
"2380"	"E"
"2381"	"A"
"2382"	"A"
"2383"	"B"
"2384"	"B"
"2385"	"C"
"2386"	"B"
"2387"	"B"
"2388"	"B"
"2389"	"B"
"2390"	"A"
"2391"	"B"
"2392"	"C"
"2393"	"A"
"2394"	"B"
"2395"	"E"
"2396"	"B"
"2397"	"D"
"2398"	"F"
"2399"	"B"
"2400"	"A"
"2401"	"B"
"2402"	"E"
"2403"	"D"
"2404"	"F"
"2405"	"F"
"2406"	"B"
"2407"	"C"
"2408"	"B"
"2409"	"B"
"2410"	"C"
"2411"	"B"
"2412"	"A"
"2413"	"D"
"2414"	"F"
"2415"	"E"
"2416"	"D"
"2417"	"E"
"2418"	"B"
"2419"	"A"
"2420"	"C"
"2421"	"B"
"2422"	"E"
"2423"	"F"
"2424"	"E"
"2425"	"A"
"2426"	"F"
"2427"	"B"
"2428"	"B"
"2429"	"E"
"2430"	"C"
"2431"	"F"
"2432"	"D"
"2433"	"B"
"2434"	"F"
"2435"	"D"
"2436"	"D"
"2437"	"E"
"2438"	"E"
"2439"	"B"
"2440"	"A"
"2441"	"A"
"2442"	"A"
"2443"	"E"
"2444"	"A"
"2445"	"D"
"2446"	"C"
"2447"	"B"
"2448"	"E"
"2449"	"B"
"2450"	"C"
"2451"	"B"
"2452"	"B"
"2453"	"B"
"2454"	"A"
"2455"	"B"
"2456"	"B"
"2457"	"B"
"2458"	"B"
"2459"	"A"
"2460"	"B"
"2461"	"C"
"2462"	"E"
"2463"	"B"
"2464"	"C"
"2465"	"B"
"2466"	"C"
"2467"	"D"
"2468"	"B"
"2469"	"B"
"2470"	"B"
"2471"	"A"
"2472"	"E"
"2473"	"B"
"2474"	"A"
"2475"	"A"
"2476"	"B"
"2477"	"B"
"2478"	"A"
"2479"	"B"
"2480"	"B"
"2481"	"F"
"2482"	"A"
"2483"	"F"
"2484"	"A"
"2485"	"F"
"2486"	"A"
"2487"	"A"
"2488"	"A"
"2489"	"E"
"2490"	"B"
"2491"	"E"
"2492"	"A"
"2493"	"F"
"2494"	"C"
"2495"	"B"
"2496"	"D"
"2497"	"B"
"2498"	"F"
"2499"	"B"
"2500"	"A"
"2501"	"A"
"2502"	"D"
"2503"	"C"
"2504"	"B"
"2505"	"B"
"2506"	"E"
"2507"	"B"
"2508"	"A"
"2509"	"E"
"2510"	"D"
"2511"	"F"
"2512"	"B"
"2513"	"B"
"2514"	"F"
"2515"	"B"
"2516"	"A"
"2517"	"B"
"2518"	"E"
"2519"	"C"
"2520"	"D"
"2521"	"A"
"2522"	"D"
"2523"	"A"
"2524"	"B"
"2525"	"C"
"2526"	"A"
"2527"	"A"
"2528"	"A"
"2529"	"B"
"2530"	"D"
"2531"	"C"
"2532"	"A"
"2533"	"E"
"2534"	"E"
"2535"	"A"
"2536"	"A"
"2537"	"F"
"2538"	"C"
"2539"	"E"
"2540"	"F"
"2541"	"D"
"2542"	"A"
"2543"	"A"
"2544"	"B"
"2545"	"B"
"2546"	"A"
"2547"	"C"
"2548"	"F"
"2549"	"A"
"2550"	"B"
"2551"	"F"
"2552"	"A"
"2553"	"B"
"2554"	"A"
"2555"	"A"
"2556"	"B"
"2557"	"B"
"2558"	"B"
"2559"	"C"
"2560"	"D"
"2561"	"B"
"2562"	"E"
"2563"	"D"
"2564"	"A"
"2565"	"E"
"2566"	"E"
"2567"	"B"
"2568"	"F"
"2569"	"B"
"2570"	"A"
"2571"	"B"
"2572"	"D"
"2573"	"B"
"2574"	"B"
"2575"	"D"
"2576"	"B"
"2577"	"A"
"2578"	"B"
"2579"	"C"
"2580"	"E"
"2581"	"C"
"2582"	"B"
"2583"	"D"
"2584"	"B"
"2585"	"B"
"2586"	"F"
"2587"	"F"
"2588"	"D"
"2589"	"B"
"2590"	"B"
"2591"	"A"
"2592"	"B"
"2593"	"B"
"2594"	"B"
"2595"	"D"
"2596"	"C"
"2597"	"F"
"2598"	"E"
"2599"	"B"
"2600"	"B"
"2601"	"F"
"2602"	"B"
"2603"	"B"
"2604"	"D"
"2605"	"A"
"2606"	"A"
"2607"	"A"
"2608"	"B"
"2609"	"A"
"2610"	"F"
"2611"	"D"
"2612"	"E"
"2613"	"B"
"2614"	"D"
"2615"	"F"
"2616"	"B"
"2617"	"F"
"2618"	"B"
"2619"	"D"
"2620"	"B"
"2621"	"B"
"2622"	"B"
"2623"	"B"
"2624"	"F"
"2625"	"B"
"2626"	"F"
"2627"	"B"
"2628"	"D"
"2629"	"B"
"2630"	"E"
"2631"	"F"
"2632"	"F"
"2633"	"D"
"2634"	"A"
"2635"	"B"
"2636"	"E"
"2637"	"C"
"2638"	"C"
"2639"	"D"
"2640"	"A"
"2641"	"A"
"2642"	"D"
"2643"	"E"
"2644"	"B"
"2645"	"B"
"2646"	"B"
"2647"	"A"
"2648"	"D"
"2649"	"A"
"2650"	"A"
"2651"	"E"
"2652"	"C"
"2653"	"E"
"2654"	"B"
"2655"	"B"
"2656"	"E"
"2657"	"B"
"2658"	"C"
"2659"	"A"
"2660"	"F"
"2661"	"E"
"2662"	"B"
"2663"	"E"
"2664"	"B"
"2665"	"E"
"2666"	"A"
"2667"	"A"
"2668"	"F"
"2669"	"A"
"2670"	"B"
"2671"	"A"
"2672"	"B"
"2673"	"C"
"2674"	"D"
"2675"	"E"
"2676"	"A"
"2677"	"D"
"2678"	"B"
"2679"	"E"
"2680"	"A"
"2681"	"A"
"2682"	"D"
"2683"	"B"
"2684"	"B"
"2685"	"A"
"2686"	"B"
"2687"	"E"
"2688"	"A"
"2689"	"F"
"2690"	"E"
"2691"	"B"
"2692"	"D"
"2693"	"B"
"2694"	"E"
"2695"	"F"
"2696"	"B"
"2697"	"D"
"2698"	"A"
"2699"	"E"
"2700"	"B"
"2701"	"A"
"2702"	"C"
"2703"	"A"
"2704"	"B"
"2705"	"E"
"2706"	"D"
"2707"	"F"
"2708"	"E"
"2709"	"A"
"2710"	"F"
"2711"	"B"
"2712"	"B"
"2713"	"B"
"2714"	"B"
"2715"	"B"
"2716"	"B"
"2717"	"D"
"2718"	"F"
"2719"	"B"
"2720"	"C"
"2721"	"F"
"2722"	"A"
"2723"	"A"
"2724"	"E"
"2725"	"B"
"2726"	"C"
"2727"	"B"
"2728"	"A"
"2729"	"F"
"2730"	"E"
"2731"	"E"
"2732"	"F"
"2733"	"B"
"2734"	"A"
"2735"	"B"
"2736"	"B"
"2737"	"F"
"2738"	"F"
"2739"	"F"
"2740"	"B"
"2741"	"A"
"2742"	"B"
"2743"	"B"
"2744"	"A"
"2745"	"B"
"2746"	"A"
"2747"	"B"
"2748"	"A"
"2749"	"E"
"2750"	"B"
"2751"	"F"
"2752"	"F"
"2753"	"C"
"2754"	"B"
"2755"	"B"
"2756"	"B"
"2757"	"B"
"2758"	"B"
"2759"	"B"
"2760"	"C"
"2761"	"B"
"2762"	"B"
"2763"	"D"
"2764"	"C"
"2765"	"A"
"2766"	"E"
"2767"	"B"
"2768"	"B"
"2769"	"A"
"2770"	"B"
"2771"	"A"
"2772"	"D"
"2773"	"A"
"2774"	"D"
"2775"	"A"
"2776"	"A"
"2777"	"F"
"2778"	"B"
"2779"	"E"
"2780"	"D"
"2781"	"D"
"2782"	"D"
"2783"	"B"
"2784"	"F"
"2785"	"C"
"2786"	"A"
"2787"	"C"
"2788"	"B"
"2789"	"F"
"2790"	"C"
"2791"	"B"
"2792"	"B"
"2793"	"B"
"2794"	"A"
"2795"	"A"
"2796"	"B"
"2797"	"B"
"2798"	"B"
"2799"	"B"
"2800"	"F"
"2801"	"A"
"2802"	"F"
"2803"	"D"
"2804"	"F"
"2805"	"E"
"2806"	"B"
"2807"	"D"
"2808"	"B"
"2809"	"D"
"2810"	"B"
"2811"	"E"
"2812"	"A"
"2813"	"D"
"2814"	"B"
"2815"	"A"
"2816"	"A"
"2817"	"A"
"2818"	"D"
"2819"	"F"
"2820"	"A"
"2821"	"B"
"2822"	"F"
"2823"	"A"
"2824"	"D"
"2825"	"D"
"2826"	"E"
"2827"	"A"
"2828"	"F"
"2829"	"B"
"2830"	"B"
"2831"	"A"
"2832"	"B"
"2833"	"B"
"2834"	"F"
"2835"	"D"
"2836"	"B"
"2837"	"B"
"2838"	"F"
"2839"	"B"
"2840"	"B"
"2841"	"E"
"2842"	"F"
"2843"	"E"
"2844"	"C"
"2845"	"E"
"2846"	"A"
"2847"	"A"
"2848"	"A"
"2849"	"B"
"2850"	"F"
"2851"	"F"
"2852"	"C"
"2853"	"E"
"2854"	"D"
"2855"	"C"
"2856"	"B"
"2857"	"B"
"2858"	"E"
"2859"	"B"
"2860"	"A"
"2861"	"A"
"2862"	"E"
"2863"	"F"
"2864"	"B"
"2865"	"B"
"2866"	"A"
"2867"	"F"
"2868"	"C"
"2869"	"A"
"2870"	"E"
"2871"	"E"
"2872"	"A"
"2873"	"B"
"2874"	"B"
"2875"	"C"
"2876"	"F"
"2877"	"B"
"2878"	"E"
"2879"	"B"
"2880"	"B"
"2881"	"A"
"2882"	"C"
"2883"	"C"
"2884"	"F"
"2885"	"A"
"2886"	"C"
"2887"	"B"
"2888"	"B"
"2889"	"D"
"2890"	"C"
"2891"	"B"
"2892"	"B"
"2893"	"B"
"2894"	"B"
"2895"	"A"
"2896"	"C"
"2897"	"D"
"2898"	"C"
"2899"	"E"
"2900"	"B"
"2901"	"B"
"2902"	"F"
"2903"	"E"
"2904"	"B"
"2905"	"D"
"2906"	"B"
"2907"	"D"
"2908"	"D"
"2909"	"B"
"2910"	"A"
"2911"	"B"
"2912"	"A"
"2913"	"A"
"2914"	"B"
"2915"	"A"
"2916"	"D"
"2917"	"D"
"2918"	"A"
"2919"	"A"
"2920"	"F"
"2921"	"F"
"2922"	"B"
"2923"	"C"
"2924"	"B"
"2925"	"A"
"2926"	"B"
"2927"	"B"
"2928"	"D"
"2929"	"F"
"2930"	"E"
"2931"	"B"
"2932"	"B"
"2933"	"B"
"2934"	"E"
"2935"	"B"
"2936"	"C"
"2937"	"C"
"2938"	"A"
"2939"	"B"
"2940"	"E"
"2941"	"B"
"2942"	"F"
"2943"	"B"
"2944"	"F"
"2945"	"A"
"2946"	"E"
"2947"	"B"
"2948"	"E"
"2949"	"B"
"2950"	"B"
"2951"	"B"
"2952"	"A"
"2953"	"A"
"2954"	"F"
"2955"	"E"
"2956"	"C"
"2957"	"D"
"2958"	"B"
"2959"	"A"
"2960"	"D"
"2961"	"C"
"2962"	"B"
"2963"	"A"
"2964"	"F"
"2965"	"D"
"2966"	"B"
"2967"	"B"
"2968"	"D"
"2969"	"E"
"2970"	"B"
"2971"	"C"
"2972"	"F"
"2973"	"E"
"2974"	"B"
"2975"	"E"
"2976"	"B"
"2977"	"A"
"2978"	"C"
"2979"	"B"
"2980"	"C"
"2981"	"E"
"2982"	"B"
"2983"	"F"
"2984"	"A"
"2985"	"F"
"2986"	"B"
"2987"	"E"
"2988"	"A"
"2989"	"A"
"2990"	"A"
"2991"	"E"
"2992"	"B"
"2993"	"A"
"2994"	"A"
"2995"	"A"
"2996"	"A"
"2997"	"C"
"2998"	"B"
"2999"	"A"
"3000"	"B"
"3001"	"B"
"3002"	"D"
"3003"	"C"
"3004"	"A"
"3005"	"F"
"3006"	"C"
"3007"	"F"
"3008"	"A"
"3009"	"F"
"3010"	"C"
"3011"	"A"
"3012"	"B"
"3013"	"F"
"3014"	"B"
"3015"	"B"
"3016"	"B"
"3017"	"B"
"3018"	"A"
"3019"	"C"
"3020"	"C"
"3021"	"D"
"3022"	"B"
"3023"	"A"
"3024"	"B"
"3025"	"A"
"3026"	"B"
"3027"	"B"
"3028"	"A"
"3029"	"B"
"3030"	"D"
"3031"	"F"
"3032"	"C"
"3033"	"B"
"3034"	"B"
"3035"	"F"
"3036"	"F"
"3037"	"F"
"3038"	"F"
"3039"	"E"
"3040"	"A"
"3041"	"C"
"3042"	"B"
"3043"	"A"
"3044"	"C"
"3045"	"B"
"3046"	"B"
"3047"	"B"
"3048"	"A"
"3049"	"A"
"3050"	"B"
"3051"	"B"
"3052"	"B"
"3053"	"A"
"3054"	"F"
"3055"	"B"
"3056"	"B"
"3057"	"B"
"3058"	"A"
"3059"	"F"
"3060"	"D"
"3061"	"F"
"3062"	"C"
"3063"	"B"
"3064"	"E"
"3065"	"C"
"3066"	"F"
"3067"	"B"
"3068"	"B"
"3069"	"D"
"3070"	"D"
"3071"	"F"
"3072"	"D"
"3073"	"A"
"3074"	"B"
"3075"	"D"
"3076"	"B"
"3077"	"F"
"3078"	"D"
"3079"	"B"
"3080"	"B"
"3081"	"C"
"3082"	"F"
"3083"	"B"
"3084"	"F"
"3085"	"C"
"3086"	"C"
"3087"	"F"
"3088"	"E"
"3089"	"B"
"3090"	"C"
"3091"	"F"
"3092"	"C"
"3093"	"D"
"3094"	"A"
"3095"	"C"
"3096"	"F"
"3097"	"B"
"3098"	"D"
"3099"	"A"
"3100"	"B"
"3101"	"A"
"3102"	"D"
"3103"	"B"
"3104"	"B"
"3105"	"B"
"3106"	"E"
"3107"	"B"
"3108"	"F"
"3109"	"F"
"3110"	"A"
"3111"	"B"
"3112"	"D"
"3113"	"C"
"3114"	"E"
"3115"	"C"
"3116"	"C"
"3117"	"A"
"3118"	"B"
"3119"	"A"
"3120"	"D"
"3121"	"C"
"3122"	"A"
"3123"	"B"
"3124"	"B"
"3125"	"B"
"3126"	"F"
"3127"	"A"
"3128"	"D"
"3129"	"A"
"3130"	"C"
"3131"	"F"
"3132"	"D"
"3133"	"B"
"3134"	"F"
"3135"	"F"
"3136"	"B"
"3137"	"A"
"3138"	"C"
"3139"	"F"
"3140"	"B"
"3141"	"C"
"3142"	"B"
"3143"	"F"
"3144"	"C"
"3145"	"F"
"3146"	"B"
"3147"	"B"
"3148"	"A"
"3149"	"D"
"3150"	"A"
"3151"	"C"
"3152"	"A"
"3153"	"A"
"3154"	"B"
"3155"	"A"
"3156"	"E"
"3157"	"A"
"3158"	"D"
"3159"	"B"
"3160"	"C"
"3161"	"C"
"3162"	"A"
"3163"	"C"
"3164"	"B"
"3165"	"C"
"3166"	"B"
"3167"	"B"
"3168"	"B"
"3169"	"C"
"3170"	"B"
"3171"	"C"
"3172"	"C"
"3173"	"D"
"3174"	"F"
"3175"	"E"
"3176"	"B"
"3177"	"B"
"3178"	"C"
"3179"	"B"
"3180"	"F"
"3181"	"A"
"3182"	"A"
"3183"	"B"
"3184"	"D"
"3185"	"D"
"3186"	"E"
"3187"	"C"
"3188"	"B"
"3189"	"B"
"3190"	"B"
"3191"	"B"
"3192"	"F"
"3193"	"B"
"3194"	"C"
"3195"	"C"
"3196"	"D"
"3197"	"B"
"3198"	"F"
"3199"	"F"
"3200"	"B"
"3201"	"B"
"3202"	"B"
"3203"	"F"
"3204"	"E"
"3205"	"C"
"3206"	"C"
"3207"	"D"
"3208"	"B"
"3209"	"B"
"3210"	"A"
"3211"	"A"
"3212"	"B"
"3213"	"A"
"3214"	"C"
"3215"	"A"
"3216"	"A"
"3217"	"E"
"3218"	"A"
"3219"	"D"
